               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.022511,           0.0087705,           0.0069917,             0.99607,                   1,               0.995,             0.86896,           0.0094975,           0.0027042,           0.0012163,             0.00703,             0.00703,             0.00703
                 152,            0.023832,            0.006884,           0.0050369,             0.99669,                   1,               0.995,             0.86262,            0.011393,           0.0027174,           0.0012789,           0.0070102,           0.0070102,           0.0070102
                 153,            0.020759,           0.0075756,           0.0088418,             0.99543,                   1,               0.995,             0.82685,            0.010996,           0.0028094,           0.0010885,           0.0069904,           0.0069904,           0.0069904
                 154,            0.024337,            0.008053,           0.0049741,             0.94329,             0.98571,             0.99395,             0.80658,            0.012079,           0.0026902,           0.0011045,           0.0069706,           0.0069706,           0.0069706
                 155,            0.020986,            0.007551,           0.0028799,             0.99032,             0.99752,               0.995,               0.784,            0.011055,           0.0027065,           0.0011754,           0.0069508,           0.0069508,           0.0069508
                 156,            0.023372,            0.008496,           0.0058338,             0.99067,             0.99734,               0.995,             0.80114,           0.0099726,           0.0025837,            0.001191,            0.006931,            0.006931,            0.006931
                 157,            0.020556,           0.0073883,           0.0038548,             0.99443,             0.98988,               0.995,             0.85048,            0.011306,           0.0028117,           0.0012299,           0.0069112,           0.0069112,           0.0069112
                 158,             0.02384,           0.0072086,           0.0056664,              0.9903,             0.98845,               0.995,             0.74544,            0.010848,           0.0027756,           0.0013598,           0.0068914,           0.0068914,           0.0068914
                 159,            0.020646,           0.0082952,           0.0067622,             0.98828,             0.98759,               0.995,             0.84898,            0.011619,           0.0028074,           0.0014708,           0.0068716,           0.0068716,           0.0068716
                 160,            0.021945,           0.0076755,           0.0048723,             0.99581,             0.98847,               0.995,             0.70742,            0.011747,           0.0026934,           0.0012218,           0.0068518,           0.0068518,           0.0068518
                 161,            0.021776,           0.0074543,           0.0058293,             0.99559,             0.98784,               0.995,             0.77731,            0.012772,           0.0028785,           0.0012109,            0.006832,            0.006832,            0.006832
                 162,            0.022694,           0.0081828,           0.0056797,             0.99581,              0.9879,               0.995,             0.88656,           0.0089535,             0.00272,           0.0011285,           0.0068122,           0.0068122,           0.0068122
                 163,            0.020504,           0.0071763,           0.0069051,             0.99456,             0.98748,               0.995,             0.71679,             0.01088,           0.0027815,           0.0012874,           0.0067924,           0.0067924,           0.0067924
                 164,            0.021499,           0.0073327,           0.0061858,             0.98777,             0.99668,               0.995,             0.83591,            0.012608,           0.0028658,           0.0011445,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023941,             0.00792,           0.0066814,             0.98797,             0.99674,               0.995,             0.76162,            0.011418,            0.002843,           0.0010734,           0.0067528,           0.0067528,           0.0067528
                 166,            0.019308,           0.0076273,            0.005649,             0.98614,             0.99618,               0.995,             0.81694,            0.012076,           0.0028849,            0.001096,            0.006733,            0.006733,            0.006733
                 167,            0.020922,           0.0068551,           0.0045634,             0.99303,                   1,               0.995,             0.77755,             0.01115,           0.0027109,          0.00089359,           0.0067132,           0.0067132,           0.0067132
                 168,            0.019276,           0.0072695,            0.005648,             0.99468,                   1,               0.995,             0.87465,            0.011167,           0.0027611,          0.00086021,           0.0066934,           0.0066934,           0.0066934
                 169,            0.019659,           0.0076449,           0.0051262,             0.99461,                   1,               0.995,             0.76779,            0.014846,           0.0028765,          0.00087795,           0.0066736,           0.0066736,           0.0066736
                 170,            0.021174,            0.007781,           0.0048374,             0.99537,                   1,               0.995,             0.88988,           0.0087346,           0.0025964,          0.00089445,           0.0066538,           0.0066538,           0.0066538
                 171,            0.020204,           0.0066555,           0.0036001,             0.99227,              0.9992,               0.995,             0.89258,            0.010734,           0.0026697,          0.00094852,            0.006634,            0.006634,            0.006634
                 172,            0.017956,           0.0076143,           0.0032861,             0.98705,             0.99771,               0.995,              0.8294,             0.01351,           0.0028788,           0.0010653,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023621,           0.0079556,           0.0074791,             0.98527,             0.98668,               0.995,             0.91704,           0.0089971,           0.0025471,           0.0015893,           0.0065944,           0.0065944,           0.0065944
                 174,            0.019562,           0.0080138,           0.0064438,              0.9826,             0.98662,               0.995,             0.81327,            0.011933,           0.0028921,           0.0017254,           0.0065746,           0.0065746,           0.0065746
                 175,            0.021713,           0.0069639,           0.0092883,             0.98905,             0.98644,               0.995,             0.85504,           0.0093896,           0.0026783,            0.001634,           0.0065548,           0.0065548,           0.0065548
                 176,            0.019274,           0.0077158,            0.007817,             0.99111,             0.98644,               0.995,             0.89359,            0.009852,           0.0026638,           0.0016543,            0.006535,            0.006535,            0.006535
                 177,            0.022164,           0.0078531,           0.0061379,             0.99363,             0.98672,               0.995,             0.88105,             0.01016,            0.002592,           0.0015717,           0.0065152,           0.0065152,           0.0065152
                 178,            0.019598,           0.0067697,           0.0055734,             0.99392,             0.98698,               0.995,             0.69074,            0.015076,           0.0028445,           0.0015077,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022641,           0.0080242,           0.0047384,             0.99241,             0.98671,               0.995,             0.85347,           0.0096925,           0.0025509,           0.0015497,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021313,           0.0079438,           0.0056568,             0.99163,             0.98655,               0.995,             0.73802,            0.010421,           0.0025727,           0.0015438,           0.0064558,           0.0064558,           0.0064558
                 181,            0.019483,           0.0074391,           0.0064609,             0.98393,             0.98629,               0.995,             0.87658,           0.0092995,           0.0026538,           0.0016928,            0.006436,            0.006436,            0.006436
                 182,            0.022691,           0.0064247,           0.0040714,             0.98119,              0.9863,               0.995,             0.74945,            0.011274,            0.002638,           0.0016884,           0.0064162,           0.0064162,           0.0064162
                 183,            0.019445,           0.0072205,            0.004597,             0.98117,              0.9864,               0.995,             0.85682,            0.010715,           0.0026757,           0.0016417,           0.0063964,           0.0063964,           0.0063964
                 184,            0.021298,           0.0069313,           0.0076414,             0.98008,             0.98637,               0.995,             0.86907,            0.010445,            0.002629,           0.0018636,           0.0063766,           0.0063766,           0.0063766
                 185,              0.0172,           0.0064549,           0.0064667,             0.98783,             0.98709,               0.995,             0.87512,           0.0084182,           0.0024648,           0.0013439,           0.0063568,           0.0063568,           0.0063568
                 186,            0.018349,           0.0063379,            0.005802,             0.99341,               0.988,               0.995,             0.83935,            0.010559,           0.0025952,           0.0011386,            0.006337,            0.006337,            0.006337
                 187,            0.020543,            0.007976,            0.003271,              0.9953,             0.98858,               0.995,             0.83642,            0.010136,           0.0027661,            0.001015,           0.0063172,           0.0063172,           0.0063172
                 188,            0.021118,           0.0070163,           0.0062836,             0.99109,             0.99833,               0.995,             0.90938,           0.0089685,           0.0025433,          0.00090656,           0.0062974,           0.0062974,           0.0062974
                 189,            0.019248,           0.0067928,           0.0047457,             0.99466,                   1,               0.995,             0.79553,            0.011625,           0.0027983,          0.00076208,           0.0062776,           0.0062776,           0.0062776
                 190,            0.021533,           0.0084095,           0.0057421,             0.99599,                   1,               0.995,             0.89033,           0.0089906,           0.0026181,          0.00069904,           0.0062578,           0.0062578,           0.0062578
                 191,            0.018309,           0.0072535,           0.0033195,             0.99597,                   1,               0.995,             0.82224,            0.012832,           0.0028336,          0.00065775,            0.006238,            0.006238,            0.006238
                 192,            0.020314,           0.0073738,           0.0063759,             0.99635,                   1,               0.995,             0.86943,           0.0087323,           0.0025837,          0.00064754,           0.0062182,           0.0062182,           0.0062182
                 193,            0.019413,           0.0066347,           0.0076737,             0.99483,                   1,               0.995,             0.82894,            0.014387,           0.0028037,          0.00065374,           0.0061984,           0.0061984,           0.0061984
                 194,            0.019889,           0.0067273,            0.005894,              0.9904,             0.99809,               0.995,             0.84652,           0.0090518,           0.0025871,           0.0007782,           0.0061786,           0.0061786,           0.0061786
                 195,            0.019905,           0.0077839,           0.0077747,             0.99104,             0.98783,               0.995,             0.83627,           0.0096549,           0.0026288,           0.0010126,           0.0061588,           0.0061588,           0.0061588
                 196,            0.019309,           0.0067354,           0.0051803,              0.9897,             0.98726,               0.995,             0.83811,            0.010912,           0.0026707,           0.0010695,            0.006139,            0.006139,            0.006139
                 197,            0.019918,           0.0066953,           0.0040972,              0.9873,             0.99739,               0.995,             0.85651,             0.01114,           0.0025693,          0.00090828,           0.0061192,           0.0061192,           0.0061192
                 198,            0.019076,            0.007108,           0.0048839,             0.99492,                   1,               0.995,             0.90004,           0.0098042,           0.0026039,          0.00075655,           0.0060994,           0.0060994,           0.0060994
                 199,            0.018267,           0.0064001,           0.0059516,             0.99563,                   1,               0.995,             0.87503,             0.00931,           0.0025772,           0.0007822,           0.0060796,           0.0060796,           0.0060796
                 200,            0.018846,           0.0072451,           0.0056416,             0.99665,                   1,               0.995,             0.92645,           0.0078559,           0.0024464,           0.0007843,           0.0060598,           0.0060598,           0.0060598
                 201,            0.016448,           0.0062821,           0.0048127,             0.99653,                   1,               0.995,             0.88678,           0.0073606,           0.0024022,          0.00084591,             0.00604,             0.00604,             0.00604
                 202,             0.01845,           0.0067835,            0.005309,             0.99491,                   1,               0.995,             0.81375,            0.011285,           0.0025414,          0.00092363,           0.0060202,           0.0060202,           0.0060202
                 203,            0.020287,           0.0076668,           0.0045839,             0.99651,                   1,               0.995,             0.89083,            0.008744,           0.0024362,          0.00097857,           0.0060004,           0.0060004,           0.0060004
                 204,            0.020204,           0.0075821,            0.006084,             0.99729,                   1,               0.995,             0.89348,           0.0071964,           0.0023369,           0.0010514,           0.0059806,           0.0059806,           0.0059806
                 205,            0.020034,           0.0065211,           0.0083239,             0.99763,                   1,               0.995,             0.86911,            0.008102,           0.0024635,           0.0011322,           0.0059608,           0.0059608,           0.0059608
                 206,            0.016469,           0.0073969,           0.0031055,             0.99693,                   1,               0.995,             0.83113,           0.0093459,           0.0025478,           0.0011934,            0.005941,            0.005941,            0.005941
                 207,            0.021197,           0.0068878,           0.0043023,             0.99568,                   1,               0.995,              0.9043,           0.0075879,           0.0024095,            0.001232,           0.0059212,           0.0059212,           0.0059212
                 208,             0.01662,           0.0069705,           0.0034604,             0.99625,                   1,               0.995,             0.86926,             0.01086,           0.0024596,           0.0011993,           0.0059014,           0.0059014,           0.0059014
                 209,            0.019877,           0.0076554,           0.0050296,             0.99734,                   1,               0.995,             0.91265,             0.00698,            0.002276,           0.0011037,           0.0058816,           0.0058816,           0.0058816
                 210,            0.015411,           0.0064862,           0.0040405,             0.95715,                   1,             0.99419,             0.85202,            0.012688,           0.0027695,          0.00098591,           0.0058618,           0.0058618,           0.0058618
                 211,            0.020884,           0.0069977,           0.0038004,             0.99705,                   1,               0.995,             0.85311,           0.0096451,           0.0026031,           0.0009016,            0.005842,            0.005842,            0.005842
                 212,            0.019469,           0.0063247,           0.0040459,             0.99706,                   1,               0.995,             0.88048,            0.010217,           0.0025439,          0.00085087,           0.0058222,           0.0058222,           0.0058222
                 213,            0.016666,           0.0073617,           0.0052261,             0.99759,                   1,               0.995,             0.89159,           0.0080913,           0.0024052,          0.00078611,           0.0058024,           0.0058024,           0.0058024
                 214,            0.016346,           0.0062663,           0.0031647,             0.99791,                   1,               0.995,             0.89374,            0.010679,           0.0024514,           0.0007719,           0.0057826,           0.0057826,           0.0057826
                 215,            0.019433,           0.0066732,           0.0053637,             0.99788,                   1,               0.995,             0.85756,           0.0078921,           0.0023647,          0.00076103,           0.0057628,           0.0057628,           0.0057628
                 216,            0.018244,           0.0063785,           0.0059972,             0.99725,                   1,               0.995,             0.91696,           0.0088563,           0.0023954,           0.0007865,            0.005743,            0.005743,            0.005743
                 217,            0.018279,           0.0072041,           0.0033496,             0.99704,                   1,               0.995,             0.84467,           0.0098403,           0.0024381,          0.00081501,           0.0057232,           0.0057232,           0.0057232
                 218,            0.018835,           0.0066886,           0.0078266,             0.99645,                   1,               0.995,             0.93858,           0.0066739,           0.0023368,          0.00083017,           0.0057034,           0.0057034,           0.0057034
                 219,            0.014462,           0.0068009,           0.0049119,             0.99761,                   1,               0.995,             0.85846,            0.011144,           0.0026109,          0.00071526,           0.0056836,           0.0056836,           0.0056836
                 220,             0.01991,           0.0068516,           0.0040219,             0.99769,                   1,               0.995,             0.88072,           0.0072826,           0.0023245,          0.00068836,           0.0056638,           0.0056638,           0.0056638
                 221,             0.01718,           0.0077672,           0.0039045,             0.99785,                   1,               0.995,             0.85983,           0.0086868,           0.0025526,          0.00063486,            0.005644,            0.005644,            0.005644
                 222,            0.022461,           0.0071283,            0.006297,              0.9976,                   1,               0.995,               0.903,           0.0079853,           0.0025457,          0.00058155,           0.0056242,           0.0056242,           0.0056242
                 223,            0.016382,           0.0060067,           0.0023377,             0.99702,                   1,               0.995,             0.85653,           0.0096002,           0.0025486,          0.00053816,           0.0056044,           0.0056044,           0.0056044
                 224,            0.019411,           0.0070145,           0.0046038,             0.99581,                   1,               0.995,             0.89879,           0.0077237,           0.0023244,           0.0005455,           0.0055846,           0.0055846,           0.0055846
                 225,            0.018651,            0.006308,           0.0041357,             0.99432,                   1,               0.995,             0.83217,            0.011238,           0.0027187,          0.00061479,           0.0055648,           0.0055648,           0.0055648
                 226,            0.018674,           0.0069193,           0.0034798,             0.99271,             0.99908,               0.995,             0.89267,           0.0078445,           0.0024323,          0.00068517,            0.005545,            0.005545,            0.005545
                 227,            0.018799,           0.0068552,           0.0037266,             0.99028,             0.98634,               0.995,             0.84851,           0.0082495,           0.0024682,           0.0012595,           0.0055252,           0.0055252,           0.0055252
                 228,             0.01621,           0.0064736,           0.0031218,             0.98888,             0.98657,               0.995,             0.88454,           0.0096223,           0.0025131,           0.0014249,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020581,           0.0069075,           0.0071933,             0.99535,             0.98759,               0.995,             0.87492,           0.0077192,           0.0023626,           0.0011358,           0.0054856,           0.0054856,           0.0054856
                 230,             0.01614,           0.0063138,           0.0029252,              0.9934,             0.99907,               0.995,             0.90652,            0.011709,           0.0024949,          0.00073762,           0.0054658,           0.0054658,           0.0054658
                 231,            0.017674,           0.0073773,            0.003976,             0.99686,                   1,               0.995,             0.91124,           0.0077321,           0.0022826,          0.00059915,            0.005446,            0.005446,            0.005446
                 232,            0.017329,           0.0065028,           0.0097442,             0.99795,                   1,               0.995,             0.89665,           0.0073642,           0.0023244,          0.00062742,           0.0054262,           0.0054262,           0.0054262
                 233,            0.015615,           0.0061746,           0.0061562,             0.99763,                   1,               0.995,             0.92518,           0.0085384,           0.0023111,          0.00064163,           0.0054064,           0.0054064,           0.0054064
                 234,            0.018269,           0.0072064,           0.0049987,             0.99756,                   1,               0.995,             0.86118,           0.0085605,           0.0024453,          0.00067244,           0.0053866,           0.0053866,           0.0053866
                 235,            0.016992,           0.0059861,           0.0057845,             0.99736,                   1,               0.995,             0.84748,           0.0084526,            0.002344,           0.0007421,           0.0053668,           0.0053668,           0.0053668
                 236,            0.016382,           0.0066225,           0.0038251,             0.99739,                   1,               0.995,             0.89546,            0.008399,           0.0023583,          0.00078888,            0.005347,            0.005347,            0.005347
                 237,            0.018332,             0.00696,           0.0048194,             0.99741,                   1,               0.995,             0.88066,           0.0074925,           0.0022732,          0.00081272,           0.0053272,           0.0053272,           0.0053272
                 238,            0.015137,           0.0068968,           0.0035601,              0.9975,                   1,               0.995,              0.8878,           0.0077048,           0.0023797,           0.0008297,           0.0053074,           0.0053074,           0.0053074
                 239,            0.018962,           0.0065451,           0.0037739,              0.9976,                   1,               0.995,             0.91139,           0.0088974,            0.002372,          0.00078592,           0.0052876,           0.0052876,           0.0052876
                 240,            0.015433,           0.0065123,           0.0028456,             0.99777,                   1,               0.995,             0.87591,           0.0085475,           0.0024669,          0.00075417,           0.0052678,           0.0052678,           0.0052678
                 241,            0.016643,           0.0060511,           0.0042556,              0.9979,                   1,               0.995,             0.90239,           0.0072939,           0.0023222,          0.00072174,            0.005248,            0.005248,            0.005248
                 242,             0.01463,           0.0064238,           0.0030345,             0.99777,                   1,               0.995,             0.89733,           0.0076809,           0.0024508,          0.00071068,           0.0052282,           0.0052282,           0.0052282
                 243,            0.016072,           0.0060342,            0.005144,             0.99765,                   1,               0.995,             0.84244,           0.0085472,           0.0025057,          0.00068359,           0.0052084,           0.0052084,           0.0052084
                 244,             0.01593,           0.0069074,           0.0041701,             0.99752,                   1,               0.995,             0.83827,            0.010406,           0.0027552,          0.00066156,           0.0051886,           0.0051886,           0.0051886
                 245,            0.018224,           0.0067475,           0.0029757,             0.99745,                   1,               0.995,             0.88503,            0.008026,            0.002483,          0.00064163,           0.0051688,           0.0051688,           0.0051688
                 246,            0.016164,           0.0061617,           0.0023871,             0.99751,                   1,               0.995,             0.83591,            0.010997,           0.0025928,          0.00060024,            0.005149,            0.005149,            0.005149
                 247,            0.017828,            0.007119,           0.0069541,              0.9973,                   1,               0.995,             0.90849,           0.0075499,           0.0021909,          0.00057492,           0.0051292,           0.0051292,           0.0051292
                 248,            0.017416,           0.0069842,           0.0064227,             0.99716,                   1,               0.995,             0.83484,            0.010301,           0.0025549,          0.00055532,           0.0051094,           0.0051094,           0.0051094
                 249,            0.017344,           0.0069745,           0.0049725,             0.99747,                   1,               0.995,             0.89083,           0.0075184,           0.0022579,          0.00052834,           0.0050896,           0.0050896,           0.0050896
                 250,            0.017151,           0.0058428,           0.0034136,             0.99753,                   1,               0.995,             0.87847,           0.0080744,             0.00226,          0.00048704,           0.0050698,           0.0050698,           0.0050698
                 251,            0.014508,            0.006553,           0.0027085,             0.99761,                   1,               0.995,             0.81696,            0.009301,           0.0024069,          0.00048003,             0.00505,             0.00505,             0.00505
                 252,            0.018447,           0.0068788,           0.0064994,             0.99738,                   1,               0.995,             0.92768,           0.0060957,           0.0021842,          0.00047851,           0.0050302,           0.0050302,           0.0050302
                 253,            0.017493,           0.0066541,           0.0046281,              0.9971,                   1,               0.995,             0.85889,            0.009103,           0.0024295,          0.00048141,           0.0050104,           0.0050104,           0.0050104
                 254,            0.017537,           0.0062804,           0.0067988,             0.99671,                   1,               0.995,             0.89521,            0.008315,           0.0025358,          0.00049982,           0.0049906,           0.0049906,           0.0049906
                 255,            0.018633,           0.0071441,           0.0035378,             0.99645,                   1,               0.995,             0.82253,           0.0091236,           0.0024772,          0.00051613,           0.0049708,           0.0049708,           0.0049708
                 256,            0.015373,           0.0072474,           0.0043982,             0.99703,                   1,               0.995,             0.90263,            0.006633,           0.0022824,          0.00050049,            0.004951,            0.004951,            0.004951
                 257,            0.016572,           0.0065868,            0.003512,             0.99727,                   1,               0.995,             0.84923,           0.0090842,              0.0024,          0.00050454,           0.0049312,           0.0049312,           0.0049312
                 258,            0.016048,            0.005587,            0.004043,             0.99734,                   1,               0.995,             0.89155,           0.0074141,           0.0022992,          0.00050578,           0.0049114,           0.0049114,           0.0049114
                 259,            0.016621,           0.0063229,           0.0056788,             0.99684,                   1,               0.995,             0.84877,           0.0090142,           0.0023237,          0.00052032,           0.0048916,           0.0048916,           0.0048916
                 260,            0.015044,           0.0067677,           0.0048499,             0.99592,                   1,               0.995,             0.86814,           0.0084857,           0.0024083,          0.00057564,           0.0048718,           0.0048718,           0.0048718
                 261,            0.016096,            0.006914,           0.0040633,              0.9964,                   1,               0.995,             0.88783,           0.0080003,           0.0022994,          0.00056968,            0.004852,            0.004852,            0.004852
                 262,             0.01446,           0.0063568,           0.0055402,             0.99691,                   1,               0.995,             0.82073,           0.0084017,           0.0022545,          0.00055499,           0.0048322,           0.0048322,           0.0048322
                 263,            0.015372,            0.006442,           0.0048577,             0.99691,                   1,               0.995,             0.86545,           0.0079017,            0.002307,          0.00055728,           0.0048124,           0.0048124,           0.0048124
                 264,            0.014977,           0.0062204,             0.00558,             0.99724,                   1,               0.995,             0.86427,            0.007511,           0.0023234,          0.00055113,           0.0047926,           0.0047926,           0.0047926
                 265,            0.014501,           0.0065207,           0.0051931,             0.99737,                   1,               0.995,             0.88405,           0.0089423,            0.002391,           0.0005651,           0.0047728,           0.0047728,           0.0047728
                 266,            0.016737,           0.0069257,           0.0049783,             0.99759,                   1,               0.995,             0.90049,           0.0069031,           0.0022227,          0.00057607,            0.004753,            0.004753,            0.004753
                 267,            0.015757,           0.0066944,           0.0067107,             0.99766,                   1,               0.995,              0.8898,           0.0078979,           0.0023886,          0.00060272,           0.0047332,           0.0047332,           0.0047332
                 268,            0.015101,           0.0065994,           0.0030071,              0.9976,                   1,               0.995,              0.9097,           0.0073189,           0.0022068,           0.0006248,           0.0047134,           0.0047134,           0.0047134
                 269,            0.015503,           0.0064213,           0.0048158,             0.99738,                   1,               0.995,             0.87961,           0.0069929,           0.0021971,          0.00062132,           0.0046936,           0.0046936,           0.0046936
                 270,            0.014498,           0.0057541,            0.003001,             0.99742,                   1,               0.995,             0.92968,            0.006673,           0.0021234,          0.00060835,           0.0046738,           0.0046738,           0.0046738
                 271,            0.017223,           0.0048593,           0.0041378,             0.99751,                   1,               0.995,             0.87614,            0.010069,           0.0023315,          0.00059514,            0.004654,            0.004654,            0.004654
                 272,             0.01653,           0.0066107,            0.003638,             0.99724,                   1,               0.995,             0.90381,           0.0061479,           0.0020587,           0.0005868,           0.0046342,           0.0046342,           0.0046342
                 273,            0.014916,           0.0056717,           0.0024579,             0.99697,                   1,               0.995,             0.89425,           0.0086118,           0.0023336,          0.00057011,           0.0046144,           0.0046144,           0.0046144
                 274,            0.016008,           0.0067179,           0.0032772,             0.99657,                   1,               0.995,              0.9397,           0.0061741,           0.0020664,          0.00057507,           0.0045946,           0.0045946,           0.0045946
                 275,            0.015476,           0.0067379,           0.0032269,             0.99616,                   1,               0.995,             0.89461,           0.0087802,           0.0023313,           0.0005724,           0.0045748,           0.0045748,           0.0045748
                 276,            0.017127,           0.0064588,           0.0027522,             0.99586,                   1,               0.995,             0.92278,           0.0074436,           0.0021789,          0.00058441,            0.004555,            0.004555,            0.004555
                 277,            0.014389,           0.0066481,           0.0048699,             0.99623,                   1,               0.995,             0.89663,           0.0081247,           0.0021839,          0.00057173,           0.0045352,           0.0045352,           0.0045352
                 278,            0.015525,           0.0059097,           0.0038551,             0.99612,                   1,               0.995,             0.94118,           0.0059185,            0.001993,          0.00057545,           0.0045154,           0.0045154,           0.0045154
                 279,            0.015266,            0.006347,           0.0018162,             0.99618,                   1,               0.995,             0.88467,           0.0083389,           0.0021766,          0.00057468,           0.0044956,           0.0044956,           0.0044956
                 280,            0.015094,           0.0063652,           0.0049172,             0.99572,                   1,               0.995,             0.92226,           0.0063223,           0.0020314,          0.00057545,           0.0044758,           0.0044758,           0.0044758
                 281,            0.013535,           0.0064785,           0.0036932,             0.99667,                   1,               0.995,             0.90984,           0.0074787,           0.0021656,          0.00052586,            0.004456,            0.004456,            0.004456
                 282,            0.016442,           0.0069951,           0.0035703,             0.99692,                   1,               0.995,             0.91006,           0.0064591,           0.0020528,          0.00051689,           0.0044362,           0.0044362,           0.0044362
                 283,             0.01371,           0.0061057,            0.004745,             0.99709,                   1,               0.995,              0.8869,           0.0079121,           0.0022573,          0.00049801,           0.0044164,           0.0044164,           0.0044164
                 284,            0.014507,           0.0069358,           0.0026431,             0.99714,                   1,               0.995,             0.91327,           0.0065028,           0.0021434,            0.000494,           0.0043966,           0.0043966,           0.0043966
                 285,            0.015056,           0.0063226,           0.0018092,             0.99764,                   1,               0.995,             0.88885,            0.008198,           0.0022722,          0.00045314,           0.0043768,           0.0043768,           0.0043768
                 286,            0.014519,           0.0068683,           0.0023866,             0.99776,                   1,               0.995,             0.92871,           0.0056909,           0.0019787,          0.00042748,            0.004357,            0.004357,            0.004357
                 287,            0.015215,            0.005895,           0.0040926,             0.99782,                   1,               0.995,             0.89339,           0.0092068,           0.0023575,          0.00041237,           0.0043372,           0.0043372,           0.0043372
                 288,            0.017133,            0.006319,           0.0071599,             0.99758,                   1,               0.995,             0.93289,           0.0056292,           0.0020421,          0.00041599,           0.0043174,           0.0043174,           0.0043174
                 289,            0.012551,           0.0060688,           0.0043614,             0.99767,                   1,               0.995,             0.92429,            0.006536,           0.0020919,          0.00039587,           0.0042976,           0.0042976,           0.0042976
                 290,            0.014565,           0.0065861,           0.0049532,             0.99768,                   1,               0.995,             0.93621,           0.0062773,           0.0019636,          0.00038972,           0.0042778,           0.0042778,           0.0042778
                 291,            0.015674,           0.0057181,           0.0030391,             0.99763,                   1,               0.995,              0.8948,           0.0083644,           0.0021706,          0.00038228,            0.004258,            0.004258,            0.004258
                 292,            0.014522,           0.0062707,           0.0057668,             0.99763,                   1,               0.995,             0.91732,           0.0055995,           0.0019424,          0.00039082,           0.0042382,           0.0042382,           0.0042382
                 293,            0.013504,           0.0058745,            0.002262,             0.99764,                   1,               0.995,             0.85393,           0.0083331,           0.0022776,           0.0003993,           0.0042184,           0.0042184,           0.0042184
                 294,            0.014702,           0.0057489,           0.0061269,             0.99766,                   1,               0.995,             0.92755,           0.0074495,           0.0021446,          0.00041547,           0.0041986,           0.0041986,           0.0041986
                 295,            0.012063,           0.0060525,           0.0018705,             0.99765,                   1,               0.995,             0.89961,           0.0067103,            0.002002,          0.00041876,           0.0041788,           0.0041788,           0.0041788
                 296,            0.014938,           0.0056627,           0.0017625,             0.99776,                   1,               0.995,             0.90609,           0.0069125,           0.0020571,          0.00043311,            0.004159,            0.004159,            0.004159
                 297,            0.015607,           0.0059604,           0.0040049,             0.99776,                   1,               0.995,             0.90887,           0.0069853,           0.0020499,          0.00044765,           0.0041392,           0.0041392,           0.0041392
                 298,            0.013928,           0.0055704,           0.0066673,             0.99775,                   1,               0.995,             0.91073,           0.0069665,           0.0020652,          0.00046144,           0.0041194,           0.0041194,           0.0041194
                 299,            0.014061,           0.0064411,           0.0031364,             0.99783,                   1,               0.995,             0.90149,           0.0072059,           0.0021324,          0.00046773,           0.0040996,           0.0040996,           0.0040996
                 300,            0.015657,           0.0063321,           0.0029533,             0.99793,                   1,               0.995,               0.921,           0.0056883,           0.0019836,          0.00047216,           0.0040798,           0.0040798,           0.0040798
                 301,            0.012472,           0.0062414,           0.0038233,             0.99802,                   1,               0.995,              0.8569,           0.0081049,           0.0021784,          0.00047312,             0.00406,             0.00406,             0.00406
                 302,            0.015926,           0.0062354,           0.0036941,             0.99793,                   1,               0.995,             0.92277,           0.0058661,           0.0019872,          0.00049067,           0.0040402,           0.0040402,           0.0040402
                 303,            0.012261,           0.0056363,            0.005166,             0.99791,                   1,               0.995,             0.88815,           0.0076283,           0.0022316,          0.00049553,           0.0040204,           0.0040204,           0.0040204
                 304,            0.014291,           0.0055819,           0.0028839,             0.99793,                   1,               0.995,              0.8918,           0.0064549,           0.0021079,          0.00050139,           0.0040006,           0.0040006,           0.0040006
                 305,            0.013765,            0.005246,           0.0058609,             0.99787,                   1,               0.995,              0.9018,           0.0066275,           0.0021555,          0.00050273,           0.0039808,           0.0039808,           0.0039808
                 306,            0.012684,           0.0059894,           0.0050027,               0.998,                   1,               0.995,             0.82025,           0.0082095,           0.0022428,          0.00050225,            0.003961,            0.003961,            0.003961
                 307,            0.017621,           0.0063136,           0.0072088,             0.99799,                   1,               0.995,             0.91127,           0.0058198,           0.0019994,          0.00048981,           0.0039412,           0.0039412,           0.0039412
                 308,            0.013128,            0.005404,           0.0076497,             0.99799,                   1,               0.995,             0.94368,           0.0059354,           0.0020399,          0.00048294,           0.0039214,           0.0039214,           0.0039214
                 309,            0.015577,           0.0061417,           0.0073412,             0.99804,                   1,               0.995,             0.90648,           0.0065107,            0.002063,          0.00046525,           0.0039016,           0.0039016,           0.0039016
                 310,            0.013818,           0.0058962,           0.0036692,             0.99795,                   1,               0.995,             0.92779,           0.0062763,            0.002085,          0.00045018,           0.0038818,           0.0038818,           0.0038818
                 311,            0.016453,           0.0057959,           0.0038542,              0.9978,                   1,               0.995,             0.91921,           0.0064091,           0.0020908,          0.00043659,            0.003862,            0.003862,            0.003862
