               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,             0.01391,            0.005906,           0.0048027,             0.99778,                   1,               0.995,             0.92614,           0.0066323,           0.0022002,           0.0004158,           0.0038422,           0.0038422,           0.0038422
                 313,            0.013779,           0.0063296,           0.0042876,             0.99779,                   1,               0.995,             0.91112,            0.005814,           0.0021142,          0.00040121,           0.0038224,           0.0038224,           0.0038224
                 314,            0.014417,           0.0059709,           0.0046757,             0.99778,                   1,               0.995,             0.91091,           0.0079126,           0.0021765,          0.00038924,           0.0038026,           0.0038026,           0.0038026
                 315,            0.015622,           0.0058079,           0.0032179,             0.99774,                   1,               0.995,             0.92899,           0.0059654,           0.0021006,          0.00037799,           0.0037828,           0.0037828,           0.0037828
                 316,            0.015349,           0.0061332,           0.0056049,             0.99774,                   1,               0.995,             0.91756,           0.0074795,           0.0021602,          0.00036283,            0.003763,            0.003763,            0.003763
                 317,            0.012965,           0.0052842,           0.0039442,             0.99765,                   1,               0.995,             0.92881,           0.0070353,           0.0022682,          0.00035453,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015586,           0.0062771,           0.0049053,             0.99765,                   1,               0.995,             0.93171,           0.0069268,            0.002085,          0.00034809,           0.0037234,           0.0037234,           0.0037234
                 319,            0.013401,           0.0059689,           0.0025627,             0.99768,                   1,               0.995,             0.94423,           0.0059823,           0.0020465,          0.00033994,           0.0037036,           0.0037036,           0.0037036
                 320,            0.015392,           0.0065769,           0.0072331,             0.99766,                   1,               0.995,             0.91327,           0.0069467,           0.0020813,          0.00033298,           0.0036838,           0.0036838,           0.0036838
                 321,            0.014313,           0.0059546,           0.0042509,             0.99764,                   1,               0.995,             0.93489,           0.0062512,           0.0020381,          0.00032573,            0.003664,            0.003664,            0.003664
                 322,            0.012974,           0.0051088,           0.0043822,             0.99765,                   1,               0.995,             0.96723,           0.0065929,           0.0020252,          0.00033154,           0.0036442,           0.0036442,           0.0036442
                 323,            0.013208,            0.005662,           0.0050047,             0.99749,                   1,               0.995,             0.90642,           0.0062403,           0.0020118,          0.00033641,           0.0036244,           0.0036244,           0.0036244
                 324,             0.01344,            0.006183,           0.0015384,             0.99737,                   1,               0.995,             0.90923,           0.0057826,           0.0019501,          0.00033927,           0.0036046,           0.0036046,           0.0036046
                 325,            0.014519,           0.0055943,           0.0050299,             0.99686,                   1,               0.995,             0.91041,           0.0069534,           0.0020278,          0.00035486,           0.0035848,           0.0035848,           0.0035848
                 326,            0.012586,            0.006197,           0.0042927,              0.9956,                   1,               0.995,              0.9245,           0.0059102,             0.00201,          0.00040078,            0.003565,            0.003565,            0.003565
                 327,            0.013822,           0.0052873,           0.0016944,             0.99537,                   1,               0.995,             0.91741,           0.0068561,           0.0021724,          0.00042443,           0.0035452,           0.0035452,           0.0035452
                 328,            0.015101,           0.0064487,           0.0066255,             0.99487,                   1,               0.995,             0.90627,           0.0062576,           0.0022503,          0.00046134,           0.0035254,           0.0035254,           0.0035254
                 329,             0.01239,           0.0055868,           0.0024751,             0.99586,                   1,               0.995,              0.9269,           0.0064849,           0.0021836,          0.00043025,           0.0035056,           0.0035056,           0.0035056
                 330,            0.014646,           0.0064375,           0.0034319,             0.99712,                   1,               0.995,             0.95028,           0.0056334,           0.0021028,          0.00036373,           0.0034858,           0.0034858,           0.0034858
                 331,            0.011672,           0.0061948,           0.0050004,             0.99762,                   1,               0.995,             0.92999,           0.0066691,           0.0022168,          0.00034351,            0.003466,            0.003466,            0.003466
                 332,            0.013076,           0.0050002,           0.0019898,             0.99809,                   1,               0.995,             0.90105,           0.0060989,           0.0020791,          0.00033393,           0.0034462,           0.0034462,           0.0034462
                 333,            0.013903,           0.0063553,           0.0042174,             0.99791,                   1,               0.995,             0.93244,           0.0059048,               0.002,          0.00033593,           0.0034264,           0.0034264,           0.0034264
                 334,            0.013458,           0.0056923,           0.0045222,             0.99775,                   1,               0.995,             0.90462,           0.0068396,           0.0022126,          0.00036731,           0.0034066,           0.0034066,           0.0034066
                 335,            0.013068,           0.0064788,           0.0074475,             0.99772,                   1,               0.995,             0.91834,           0.0057141,           0.0020729,          0.00037026,           0.0033868,           0.0033868,           0.0033868
                 336,            0.015165,           0.0061493,           0.0033047,             0.99762,                   1,               0.995,             0.87953,            0.007377,           0.0023045,          0.00039854,            0.003367,            0.003367,            0.003367
                 337,            0.013112,           0.0059211,           0.0019863,             0.99761,                   1,               0.995,             0.94214,           0.0053389,           0.0020715,           0.0004055,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014151,           0.0053449,           0.0028003,             0.99782,                   1,               0.995,             0.90143,            0.006462,           0.0021212,          0.00038347,           0.0033274,           0.0033274,           0.0033274
                 339,            0.010983,           0.0059879,           0.0021185,             0.99794,                   1,               0.995,             0.93414,           0.0061166,           0.0022368,          0.00038557,           0.0033076,           0.0033076,           0.0033076
                 340,            0.014936,           0.0054023,           0.0025229,             0.99807,                   1,               0.995,              0.9127,           0.0064882,           0.0021401,          0.00038877,           0.0032878,           0.0032878,           0.0032878
                 341,            0.013336,           0.0055932,           0.0036226,             0.99802,                   1,               0.995,             0.91588,           0.0055877,           0.0019895,          0.00041413,            0.003268,            0.003268,            0.003268
                 342,            0.013534,           0.0052541,           0.0047679,             0.99811,                   1,               0.995,              0.9328,           0.0064757,           0.0020045,          0.00041723,           0.0032482,           0.0032482,           0.0032482
                 343,            0.012656,           0.0057163,           0.0051138,             0.99804,                   1,               0.995,             0.94818,           0.0056603,           0.0019451,          0.00040336,           0.0032284,           0.0032284,           0.0032284
                 344,            0.014086,           0.0055757,           0.0061906,             0.99799,                   1,               0.995,             0.92934,           0.0071745,           0.0020182,          0.00039182,           0.0032086,           0.0032086,           0.0032086
                 345,            0.012719,           0.0051721,           0.0033987,             0.99799,                   1,               0.995,             0.94664,           0.0052147,           0.0018363,          0.00037785,           0.0031888,           0.0031888,           0.0031888
                 346,             0.01179,           0.0069172,           0.0015937,             0.99786,                   1,               0.995,             0.93267,           0.0063337,           0.0019076,          0.00037045,            0.003169,            0.003169,            0.003169
                 347,            0.012865,           0.0054502,           0.0018547,             0.99791,                   1,               0.995,             0.93444,           0.0060359,           0.0019271,          0.00036111,           0.0031492,           0.0031492,           0.0031492
                 348,            0.013818,           0.0052225,           0.0051378,             0.99798,                   1,               0.995,             0.94027,           0.0070049,           0.0020117,          0.00035214,           0.0031294,           0.0031294,           0.0031294
                 349,            0.012935,           0.0059734,           0.0052991,             0.99794,                   1,               0.995,              0.9407,           0.0054752,           0.0018859,          0.00034332,           0.0031096,           0.0031096,           0.0031096
                 350,            0.013695,           0.0060903,           0.0030119,             0.99788,                   1,               0.995,             0.92999,           0.0063524,           0.0019207,          0.00034299,           0.0030898,           0.0030898,           0.0030898
                 351,            0.012976,           0.0055424,           0.0035331,             0.99786,                   1,               0.995,             0.95376,           0.0059298,           0.0019186,          0.00033655,             0.00307,             0.00307,             0.00307
                 352,            0.013901,           0.0057727,           0.0024248,             0.99774,                   1,               0.995,             0.91924,           0.0064412,           0.0019341,          0.00033336,           0.0030502,           0.0030502,           0.0030502
                 353,            0.011919,           0.0051322,           0.0039135,             0.99754,                   1,               0.995,             0.95059,           0.0061966,           0.0019274,          0.00033822,           0.0030304,           0.0030304,           0.0030304
                 354,            0.012949,           0.0053104,           0.0020578,             0.99715,                   1,               0.995,             0.92444,           0.0060053,           0.0019694,          0.00034294,           0.0030106,           0.0030106,           0.0030106
                 355,            0.011708,           0.0055943,           0.0030753,              0.9966,                   1,               0.995,             0.94871,           0.0059635,           0.0019174,          0.00035501,           0.0029908,           0.0029908,           0.0029908
                 356,            0.013276,           0.0056305,           0.0029205,             0.99632,                   1,               0.995,              0.9128,           0.0062982,           0.0020118,          0.00035977,            0.002971,            0.002971,            0.002971
                 357,            0.012389,           0.0057643,           0.0052256,             0.99625,                   1,               0.995,             0.95834,           0.0055067,           0.0018802,          0.00035849,           0.0029512,           0.0029512,           0.0029512
                 358,            0.013325,           0.0052324,           0.0060419,              0.9961,                   1,               0.995,             0.93619,           0.0053605,           0.0018981,          0.00036159,           0.0029314,           0.0029314,           0.0029314
                 359,            0.011886,           0.0054393,           0.0035537,             0.99595,                   1,               0.995,             0.96571,           0.0051989,           0.0018799,          0.00036683,           0.0029116,           0.0029116,           0.0029116
                 360,            0.012394,           0.0067716,           0.0029236,             0.99619,                   1,               0.995,             0.94902,           0.0051368,           0.0018573,          0.00036144,           0.0028918,           0.0028918,           0.0028918
                 361,            0.012523,           0.0052608,           0.0037693,              0.9971,                   1,               0.995,             0.97471,           0.0051057,           0.0017989,          0.00032306,            0.002872,            0.002872,            0.002872
                 362,            0.012274,             0.00588,            0.004097,             0.99739,                   1,               0.995,             0.93786,           0.0056236,           0.0018928,          0.00031085,           0.0028522,           0.0028522,           0.0028522
                 363,            0.012376,           0.0052887,           0.0024983,             0.99755,                   1,               0.995,             0.94167,           0.0056381,           0.0018408,          0.00030313,           0.0028324,           0.0028324,           0.0028324
                 364,            0.011332,           0.0059482,           0.0024253,             0.99773,                   1,               0.995,             0.92606,           0.0059321,           0.0019288,          0.00029674,           0.0028126,           0.0028126,           0.0028126
                 365,            0.012821,           0.0059764,           0.0022968,              0.9979,                   1,               0.995,             0.93195,           0.0055915,           0.0018163,          0.00029788,           0.0027928,           0.0027928,           0.0027928
                 366,             0.01138,            0.005817,           0.0033876,             0.99812,                   1,               0.995,             0.92372,           0.0054728,           0.0018268,          0.00030241,            0.002773,            0.002773,            0.002773
                 367,            0.012843,           0.0060785,           0.0040912,             0.99815,                   1,               0.995,             0.93685,           0.0056452,           0.0018594,          0.00031185,           0.0027532,           0.0027532,           0.0027532
                 368,            0.011133,           0.0053439,           0.0057664,             0.99817,                   1,               0.995,             0.93699,           0.0054945,           0.0018141,          0.00032353,           0.0027334,           0.0027334,           0.0027334
                 369,            0.010958,           0.0057393,           0.0012699,             0.99816,                   1,               0.995,             0.93908,           0.0058952,           0.0018489,          0.00034208,           0.0027136,           0.0027136,           0.0027136
                 370,            0.014353,           0.0064266,            0.004722,             0.99811,                   1,               0.995,             0.94828,           0.0052135,           0.0017784,          0.00035534,           0.0026938,           0.0026938,           0.0026938
                 371,            0.010124,           0.0053373,           0.0029946,             0.99808,                   1,               0.995,             0.96134,           0.0054105,           0.0017362,          0.00036354,            0.002674,            0.002674,            0.002674
                 372,            0.011334,           0.0048868,           0.0035211,              0.9981,                   1,               0.995,             0.94462,           0.0053786,           0.0017722,          0.00037918,           0.0026542,           0.0026542,           0.0026542
                 373,            0.012319,           0.0053968,           0.0047453,             0.99804,                   1,               0.995,             0.94061,           0.0053179,            0.001785,          0.00037904,           0.0026344,           0.0026344,           0.0026344
                 374,            0.011449,           0.0059914,           0.0028676,             0.99806,                   1,               0.995,              0.9398,           0.0054089,           0.0017951,          0.00039225,           0.0026146,           0.0026146,           0.0026146
                 375,            0.012611,           0.0057332,           0.0023577,             0.99801,                   1,               0.995,             0.96372,           0.0052231,           0.0017936,          0.00038681,           0.0025948,           0.0025948,           0.0025948
                 376,            0.012483,           0.0049802,           0.0051472,             0.99814,                   1,               0.995,             0.95365,           0.0052901,           0.0018981,          0.00040121,            0.002575,            0.002575,            0.002575
                 377,            0.011066,           0.0051117,           0.0029233,             0.99813,                   1,               0.995,             0.95816,           0.0047882,           0.0018718,          0.00038362,           0.0025552,           0.0025552,           0.0025552
                 378,            0.011224,           0.0052493,           0.0029207,             0.99809,                   1,               0.995,             0.95303,           0.0054601,            0.001905,          0.00038791,           0.0025354,           0.0025354,           0.0025354
                 379,            0.011039,           0.0051566,           0.0034558,             0.99805,                   1,               0.995,             0.95908,           0.0053955,           0.0018678,          0.00039005,           0.0025156,           0.0025156,           0.0025156
                 380,            0.011799,           0.0055389,           0.0023946,             0.99807,                   1,               0.995,             0.96229,            0.004788,           0.0018058,          0.00038657,           0.0024958,           0.0024958,           0.0024958
                 381,            0.011813,           0.0051261,           0.0020098,             0.99811,                   1,               0.995,             0.96076,           0.0050994,           0.0018206,          0.00038819,            0.002476,            0.002476,            0.002476
                 382,            0.011006,           0.0048046,           0.0022583,             0.99811,                   1,               0.995,             0.96363,           0.0052001,           0.0018239,          0.00038552,           0.0024562,           0.0024562,           0.0024562
                 383,            0.012903,           0.0056744,           0.0027207,             0.99812,                   1,               0.995,             0.95818,           0.0048983,           0.0017605,          0.00038686,           0.0024364,           0.0024364,           0.0024364
                 384,            0.011961,           0.0053113,            0.004819,             0.99812,                   1,               0.995,             0.95361,            0.005148,           0.0017343,          0.00038767,           0.0024166,           0.0024166,           0.0024166
                 385,            0.010174,           0.0050723,            0.001314,             0.99808,                   1,               0.995,             0.95915,           0.0049699,           0.0017257,          0.00038795,           0.0023968,           0.0023968,           0.0023968
                 386,            0.011038,           0.0052706,           0.0035829,              0.9981,                   1,               0.995,             0.96364,           0.0046789,           0.0017188,          0.00037918,            0.002377,            0.002377,            0.002377
                 387,            0.012453,           0.0052921,           0.0017629,             0.99808,                   1,               0.995,             0.93285,           0.0057674,           0.0018034,          0.00037265,           0.0023572,           0.0023572,           0.0023572
                 388,            0.011218,           0.0048262,           0.0032293,             0.99809,                   1,               0.995,             0.97315,           0.0051083,           0.0017254,          0.00037265,           0.0023374,           0.0023374,           0.0023374
                 389,            0.011908,           0.0057215,           0.0046508,             0.99807,                   1,               0.995,             0.95406,           0.0046827,           0.0017233,           0.0003612,           0.0023176,           0.0023176,           0.0023176
                 390,            0.011169,           0.0054424,           0.0027667,             0.99804,                   1,               0.995,             0.94527,           0.0052709,           0.0017653,          0.00034857,           0.0022978,           0.0022978,           0.0022978
                 391,            0.011038,           0.0054767,           0.0033068,             0.99807,                   1,               0.995,             0.96752,            0.004604,            0.001709,          0.00034499,            0.002278,            0.002278,            0.002278
                 392,            0.011354,            0.005517,           0.0034848,             0.99811,                   1,               0.995,             0.94332,           0.0056065,           0.0018525,          0.00033464,           0.0022582,           0.0022582,           0.0022582
                 393,            0.011646,           0.0046086,           0.0041435,             0.99816,                   1,               0.995,              0.9482,           0.0049041,           0.0017993,          0.00032635,           0.0022384,           0.0022384,           0.0022384
                 394,            0.010632,           0.0054791,           0.0033775,             0.99816,                   1,               0.995,              0.9613,           0.0048589,           0.0018144,          0.00031452,           0.0022186,           0.0022186,           0.0022186
                 395,            0.011392,           0.0058237,           0.0024189,             0.99809,                   1,               0.995,             0.96303,            0.005077,           0.0018275,          0.00030689,           0.0021988,           0.0021988,           0.0021988
                 396,             0.01171,           0.0051268,           0.0019783,             0.99804,                   1,               0.995,             0.96699,           0.0045995,           0.0017612,          0.00029902,            0.002179,            0.002179,            0.002179
                 397,            0.010053,           0.0048938,           0.0026663,             0.99799,                   1,               0.995,             0.96155,           0.0049133,           0.0017552,          0.00028958,           0.0021592,           0.0021592,           0.0021592
                 398,            0.010033,           0.0048162,           0.0014478,             0.99801,                   1,               0.995,             0.95585,           0.0056024,           0.0018167,          0.00028353,           0.0021394,           0.0021394,           0.0021394
                 399,            0.012535,           0.0047589,           0.0037202,             0.99799,                   1,               0.995,              0.9607,            0.005125,           0.0017953,          0.00027752,           0.0021196,           0.0021196,           0.0021196
                 400,            0.010173,           0.0050543,           0.0038801,               0.998,                   1,               0.995,             0.94036,           0.0050558,           0.0017271,          0.00027361,           0.0020998,           0.0020998,           0.0020998
                 401,            0.010176,           0.0054304,           0.0019316,             0.99799,                   1,               0.995,              0.9543,           0.0047404,           0.0017655,          0.00026956,             0.00208,             0.00208,             0.00208
                 402,            0.012241,            0.005347,           0.0026865,             0.99803,                   1,               0.995,             0.97325,           0.0052791,           0.0018096,          0.00027165,           0.0020602,           0.0020602,           0.0020602
                 403,            0.010752,           0.0058453,           0.0025902,             0.99802,                   1,               0.995,             0.96818,           0.0049755,           0.0018754,          0.00027099,           0.0020404,           0.0020404,           0.0020404
                 404,           0.0097339,           0.0057624,           0.0012933,               0.998,                   1,               0.995,             0.96561,           0.0053159,           0.0018883,          0.00027122,           0.0020206,           0.0020206,           0.0020206
                 405,            0.010688,           0.0053335,           0.0017971,             0.99802,                   1,               0.995,             0.96974,           0.0050423,           0.0018036,          0.00026469,           0.0020008,           0.0020008,           0.0020008
                 406,            0.011271,           0.0061407,           0.0023914,             0.99802,                   1,               0.995,             0.97132,           0.0048682,           0.0017664,          0.00026436,            0.001981,            0.001981,            0.001981
                 407,            0.011173,           0.0052626,           0.0070761,             0.99803,                   1,               0.995,             0.95544,           0.0048295,           0.0017362,          0.00026188,           0.0019612,           0.0019612,           0.0019612
                 408,             0.01033,           0.0050646,           0.0047542,             0.99803,                   1,               0.995,             0.97603,            0.004559,           0.0016942,          0.00025873,           0.0019414,           0.0019414,           0.0019414
                 409,            0.011422,           0.0052358,           0.0046638,             0.99805,                   1,               0.995,             0.94002,           0.0047142,            0.001718,          0.00025911,           0.0019216,           0.0019216,           0.0019216
                 410,            0.010458,           0.0044254,           0.0035829,             0.99805,                   1,               0.995,             0.97518,           0.0048977,           0.0017331,          0.00025797,           0.0019018,           0.0019018,           0.0019018
                 411,            0.010527,           0.0051731,           0.0047352,             0.99803,                   1,               0.995,             0.96481,           0.0045604,            0.001684,           0.0002593,            0.001882,            0.001882,            0.001882
                 412,            0.010734,           0.0056903,           0.0037155,             0.99804,                   1,               0.995,             0.95926,           0.0044509,           0.0016394,          0.00025449,           0.0018622,           0.0018622,           0.0018622
                 413,            0.010621,           0.0057503,           0.0051709,             0.99803,                   1,               0.995,             0.96202,           0.0046553,           0.0016692,          0.00025215,           0.0018424,           0.0018424,           0.0018424
                 414,            0.011144,           0.0052046,           0.0057129,             0.99806,                   1,               0.995,             0.96304,           0.0043211,           0.0016177,            0.000248,           0.0018226,           0.0018226,           0.0018226
                 415,           0.0098445,           0.0052747,           0.0012467,             0.99806,                   1,               0.995,             0.95519,           0.0044906,            0.001626,          0.00024242,           0.0018028,           0.0018028,           0.0018028
                 416,            0.010156,            0.004814,            0.001837,              0.9981,                   1,               0.995,             0.95759,           0.0049453,           0.0016668,           0.0002377,            0.001783,            0.001783,            0.001783
                 417,            0.010848,           0.0046862,          0.00092992,             0.99815,                   1,               0.995,             0.97387,            0.004481,           0.0016003,          0.00023599,           0.0017632,           0.0017632,           0.0017632
                 418,            0.010157,           0.0046944,           0.0033999,             0.99819,                   1,               0.995,             0.96385,           0.0044962,           0.0016203,          0.00023594,           0.0017434,           0.0017434,           0.0017434
                 419,            0.010899,           0.0054429,           0.0020225,             0.99816,                   1,               0.995,             0.96755,           0.0044431,           0.0015831,          0.00023689,           0.0017236,           0.0017236,           0.0017236
                 420,            0.010238,           0.0053114,           0.0024653,             0.99814,                   1,               0.995,             0.94517,            0.005492,             0.00174,          0.00023391,           0.0017038,           0.0017038,           0.0017038
                 421,            0.012422,           0.0064051,           0.0047379,             0.99811,                   1,               0.995,             0.96183,           0.0047868,           0.0016649,          0.00023451,            0.001684,            0.001684,            0.001684
                 422,            0.010391,           0.0047699,           0.0020008,             0.99809,                   1,               0.995,             0.96345,           0.0045087,           0.0016463,          0.00023494,           0.0016642,           0.0016642,           0.0016642
                 423,           0.0094147,           0.0050026,           0.0026225,             0.99807,                   1,               0.995,             0.97124,           0.0044571,            0.001611,          0.00023472,           0.0016444,           0.0016444,           0.0016444
                 424,            0.010008,           0.0050427,           0.0075408,             0.99806,                   1,               0.995,              0.9698,           0.0044239,           0.0015867,          0.00023479,           0.0016246,           0.0016246,           0.0016246
                 425,           0.0099081,           0.0047572,           0.0015764,             0.99804,                   1,               0.995,             0.97067,           0.0047144,           0.0016119,           0.0002296,           0.0016048,           0.0016048,           0.0016048
                 426,            0.010529,           0.0051075,           0.0024619,             0.99803,                   1,               0.995,             0.96747,           0.0043551,           0.0015819,          0.00022914,            0.001585,            0.001585,            0.001585
                 427,            0.010182,           0.0049492,            0.005567,             0.99799,                   1,               0.995,             0.97036,           0.0046397,           0.0015998,          0.00023222,           0.0015652,           0.0015652,           0.0015652
                 428,           0.0099186,           0.0055082,           0.0019625,             0.99798,                   1,               0.995,             0.96937,           0.0044098,           0.0015764,          0.00023389,           0.0015454,           0.0015454,           0.0015454
                 429,            0.010464,           0.0056861,           0.0019035,             0.99793,                   1,               0.995,             0.97017,           0.0045337,           0.0015857,          0.00023804,           0.0015256,           0.0015256,           0.0015256
                 430,           0.0097758,           0.0055535,           0.0034099,             0.99788,                   1,               0.995,             0.96879,           0.0045107,           0.0015862,          0.00024061,           0.0015058,           0.0015058,           0.0015058
                 431,            0.010479,           0.0048883,           0.0036924,              0.9979,                   1,               0.995,             0.97031,           0.0043218,            0.001559,          0.00023437,            0.001486,            0.001486,            0.001486
                 432,            0.009711,           0.0048408,           0.0030596,             0.99789,                   1,               0.995,             0.97161,           0.0043033,            0.001565,          0.00023267,           0.0014662,           0.0014662,           0.0014662
                 433,           0.0094811,           0.0048193,           0.0016409,             0.99788,                   1,               0.995,              0.9641,           0.0046241,           0.0015893,          0.00023043,           0.0014464,           0.0014464,           0.0014464
                 434,            0.010465,             0.00479,           0.0028744,             0.99794,                   1,               0.995,             0.96933,           0.0042822,           0.0015478,          0.00021939,           0.0014266,           0.0014266,           0.0014266
                 435,           0.0099789,           0.0044759,           0.0047545,             0.99798,                   1,               0.995,             0.97043,           0.0044123,           0.0015664,          0.00020967,           0.0014068,           0.0014068,           0.0014068
                 436,           0.0093805,            0.004123,           0.0028833,               0.998,                   1,               0.995,             0.94674,           0.0047094,            0.001611,          0.00019782,            0.001387,            0.001387,            0.001387
                 437,            0.010605,           0.0052186,           0.0026474,             0.99805,                   1,               0.995,             0.97092,           0.0042756,           0.0015626,          0.00019007,           0.0013672,           0.0013672,           0.0013672
                 438,            0.010702,           0.0053355,           0.0025277,             0.99808,                   1,               0.995,             0.97107,            0.004264,           0.0015571,          0.00018268,           0.0013474,           0.0013474,           0.0013474
                 439,            0.010298,           0.0049231,            0.002753,             0.99811,                   1,               0.995,             0.97117,           0.0043844,           0.0015867,          0.00017803,           0.0013276,           0.0013276,           0.0013276
                 440,            0.009886,           0.0054924,           0.0016937,             0.99811,                   1,               0.995,             0.97337,           0.0043071,           0.0016224,          0.00017519,           0.0013078,           0.0013078,           0.0013078
                 441,           0.0093769,           0.0054429,           0.0017048,              0.9981,                   1,               0.995,              0.9713,           0.0043076,           0.0016508,          0.00017481,            0.001288,            0.001288,            0.001288
                 442,           0.0092528,           0.0047711,           0.0021111,             0.99809,                   1,               0.995,             0.96909,           0.0045427,           0.0016963,          0.00017316,           0.0012682,           0.0012682,           0.0012682
                 443,           0.0088129,           0.0044183,           0.0013348,             0.99811,                   1,               0.995,             0.96606,           0.0044684,           0.0016987,          0.00016913,           0.0012484,           0.0012484,           0.0012484
                 444,           0.0092793,           0.0049083,           0.0018921,             0.99813,                   1,               0.995,             0.96982,           0.0044608,           0.0017114,          0.00016699,           0.0012286,           0.0012286,           0.0012286
                 445,           0.0091086,           0.0049101,           0.0048538,             0.99813,                   1,               0.995,             0.97503,           0.0044436,           0.0016897,           0.0001653,           0.0012088,           0.0012088,           0.0012088
                 446,           0.0099255,           0.0055254,           0.0010166,             0.99813,                   1,               0.995,             0.96973,           0.0043993,           0.0016351,           0.0001637,            0.001189,            0.001189,            0.001189
                 447,           0.0095718,           0.0047908,           0.0024744,             0.99816,                   1,               0.995,             0.97156,           0.0043281,            0.001622,          0.00016053,           0.0011692,           0.0011692,           0.0011692
                 448,            0.009944,           0.0046693,            0.002267,             0.99819,                   1,               0.995,             0.97175,           0.0042451,           0.0016046,          0.00015936,           0.0011494,           0.0011494,           0.0011494
                 449,            0.010155,            0.005016,           0.0078126,             0.99818,                   1,               0.995,             0.97021,           0.0043076,           0.0016437,          0.00015635,           0.0011296,           0.0011296,           0.0011296
                 450,            0.010114,           0.0049926,           0.0021766,              0.9982,                   1,               0.995,             0.96919,           0.0043434,           0.0016551,          0.00015502,           0.0011098,           0.0011098,           0.0011098
                 451,           0.0096711,           0.0056016,           0.0013169,              0.9982,                   1,               0.995,              0.9731,           0.0042033,           0.0016196,          0.00015187,             0.00109,             0.00109,             0.00109
                 452,            0.010132,           0.0048185,            0.002834,             0.99821,                   1,               0.995,             0.97506,            0.004234,            0.001642,          0.00015035,           0.0010702,           0.0010702,           0.0010702
                 453,           0.0099718,           0.0048476,           0.0011099,             0.99819,                   1,               0.995,             0.97693,           0.0042234,           0.0016143,          0.00014944,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0095187,           0.0041667,           0.0010814,              0.9982,                   1,               0.995,             0.96463,           0.0042351,           0.0015981,          0.00014827,           0.0010306,           0.0010306,           0.0010306
                 455,           0.0093906,           0.0052028,           0.0023529,             0.99817,                   1,               0.995,             0.96728,           0.0041975,           0.0015864,          0.00014746,           0.0010108,           0.0010108,           0.0010108
                 456,           0.0097199,            0.004849,           0.0018538,             0.99818,                   1,               0.995,             0.97196,           0.0041473,           0.0015845,          0.00014582,            0.000991,            0.000991,            0.000991
                 457,           0.0089805,           0.0046123,           0.0013975,             0.99817,                   1,               0.995,             0.96949,           0.0041682,           0.0015669,          0.00014546,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0093915,           0.0052839,           0.0015888,             0.99815,                   1,               0.995,             0.96791,            0.004133,           0.0015683,          0.00014625,           0.0009514,           0.0009514,           0.0009514
                 459,           0.0089407,           0.0044497,           0.0022749,             0.99818,                   1,               0.995,             0.97401,           0.0041313,           0.0015521,          0.00014775,           0.0009316,           0.0009316,           0.0009316
                 460,           0.0098019,           0.0051552,           0.0015093,             0.99817,                   1,               0.995,             0.97388,           0.0041048,           0.0015676,          0.00014992,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0097311,           0.0044648,           0.0035782,             0.99817,                   1,               0.995,              0.9697,            0.004081,           0.0015635,          0.00014932,            0.000892,            0.000892,            0.000892
                 462,            0.010605,           0.0044084,           0.0035668,             0.99816,                   1,               0.995,             0.97139,           0.0041009,           0.0015638,          0.00014818,           0.0008722,           0.0008722,           0.0008722
                 463,           0.0093383,           0.0044271,            0.003933,             0.99816,                   1,               0.995,             0.96931,           0.0042674,           0.0015843,          0.00014818,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0083085,           0.0049191,            0.003908,             0.99815,                   1,               0.995,             0.96639,           0.0041102,           0.0015702,          0.00014896,           0.0008326,           0.0008326,           0.0008326
                 465,            0.008973,           0.0048019,           0.0026242,             0.99817,                   1,               0.995,             0.96424,           0.0041661,            0.001576,          0.00014827,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0084887,           0.0042702,            0.001121,             0.99817,                   1,               0.995,             0.96744,           0.0041792,           0.0015772,          0.00014796,            0.000793,            0.000793,            0.000793
                 467,           0.0092278,           0.0047518,           0.0021602,             0.99816,                   1,               0.995,             0.96634,           0.0041541,           0.0015781,          0.00014496,           0.0007732,           0.0007732,           0.0007732
                 468,            0.010015,           0.0043782,           0.0033234,             0.99817,                   1,               0.995,             0.96615,           0.0041549,           0.0015733,          0.00014193,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0095257,            0.004966,           0.0036208,             0.99817,                   1,               0.995,             0.96582,           0.0041696,           0.0015788,          0.00013976,           0.0007336,           0.0007336,           0.0007336
                 470,            0.010499,           0.0048692,           0.0031682,             0.99818,                   1,               0.995,             0.96028,           0.0041654,           0.0015843,          0.00013766,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0090306,           0.0043623,           0.0023957,             0.99818,                   1,               0.995,             0.96396,           0.0041275,           0.0015926,          0.00013509,            0.000694,            0.000694,            0.000694
