Frame Number,Timestamp,Vehicle ID,Vehicle BBox,Plate BBox,Plate Text,Plate Confidence,Vehicle Image Path,Plate Image Path
222,00:00:03,2,"(128, 0, 578, 253)","(385, 130, 505, 177)",GJ06PH1816,0.4273937251322884,E:/github/license_plate_detections/vehicle_image/222_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/222_2_plate_rotated.jpg
223,00:00:03,2,"(125, 0, 576, 254)","(383, 131, 502, 177)",GJ06PN1816,0.3805456128738469,E:/github/license_plate_detections/vehicle_image/223_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/223_2_plate_rotated.jpg
224,00:00:03,2,"(123, 0, 573, 254)","(380, 131, 499, 178)",GJ06PN1816,0.20821893362214722,E:/github/license_plate_detections/vehicle_image/224_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/224_2_plate_rotated.jpg
225,00:00:03,2,"(119, 0, 570, 255)","(377, 131, 496, 178)",GJ06PI1816,0.19045388887548156,E:/github/license_plate_detections/vehicle_image/225_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/225_2_plate_rotated.jpg
226,00:00:03,2,"(117, 0, 567, 255)","(373, 131, 493, 178)",GJ06PK1816,0.297611215431444,E:/github/license_plate_detections/vehicle_image/226_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/226_2_plate_rotated.jpg
227,00:00:03,2,"(114, 0, 564, 255)","(371, 132, 490, 178)",GJ06PN1816,0.4378804651128772,E:/github/license_plate_detections/vehicle_image/227_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/227_2_plate_rotated.jpg
228,00:00:03,2,"(112, 0, 562, 256)","(367, 132, 487, 178)",GJ06PN1816,0.5333656023834219,E:/github/license_plate_detections/vehicle_image/228_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/228_2_plate_rotated.jpg
229,00:00:03,2,"(109, 0, 560, 256)","(364, 133, 485, 180)",GJ06PM1816,0.31390397304741763,E:/github/license_plate_detections/vehicle_image/229_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/229_2_plate_rotated.jpg
231,00:00:03,2,"(103, 0, 556, 256)","(357, 133, 478, 180)",GJ06PK1816,0.26538571844849074,E:/github/license_plate_detections/vehicle_image/231_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/231_2_plate_rotated.jpg
232,00:00:03,2,"(100, 0, 553, 256)","(353, 133, 475, 180)",GJ06PN1816,0.3648364475706253,E:/github/license_plate_detections/vehicle_image/232_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/232_2_plate_rotated.jpg
233,00:00:03,2,"(96, 0, 550, 256)","(351, 133, 472, 179)",GJ06P81816,0.29960636949030117,E:/github/license_plate_detections/vehicle_image/233_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/233_2_plate_rotated.jpg
234,00:00:03,2,"(94, 0, 547, 256)","(347, 133, 469, 180)",GJ06PN1816,0.24968069705218182,E:/github/license_plate_detections/vehicle_image/234_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/234_2_plate_rotated.jpg
235,00:00:03,2,"(93, 0, 545, 256)","(344, 134, 467, 180)",GJ06PN1816,0.5480043041276816,E:/github/license_plate_detections/vehicle_image/235_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/235_2_plate_rotated.jpg
236,00:00:03,2,"(91, 0, 542, 256)","(340, 134, 463, 180)",GJ06PN1816,0.42545218514787003,E:/github/license_plate_detections/vehicle_image/236_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/236_2_plate_rotated.jpg
238,00:00:03,2,"(85, 0, 536, 257)","(333, 135, 457, 181)",GJ06PN1815,0.21651608802107136,E:/github/license_plate_detections/vehicle_image/238_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/238_2_plate_rotated.jpg
239,00:00:03,2,"(81, 0, 533, 258)","(330, 135, 453, 181)",GJ06PN1816,0.23716702792457606,E:/github/license_plate_detections/vehicle_image/239_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/239_2_plate_rotated.jpg
240,00:00:04,2,"(78, 0, 530, 259)","(327, 135, 450, 182)",GJ06PQ1816,0.24472164935348925,E:/github/license_plate_detections/vehicle_image/240_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/240_2_plate_rotated.jpg
241,00:00:04,2,"(75, 0, 528, 258)","(323, 135, 448, 183)",GJ06PN1816,0.27860910675232475,E:/github/license_plate_detections/vehicle_image/241_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/241_2_plate_rotated.jpg
242,00:00:04,2,"(74, 0, 525, 259)","(320, 136, 445, 184)",GJ06PN1816,0.4943185806617584,E:/github/license_plate_detections/vehicle_image/242_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/242_2_plate_rotated.jpg
243,00:00:04,2,"(71, 0, 522, 259)","(317, 137, 441, 185)",GJ06PN1816,0.377189367539057,E:/github/license_plate_detections/vehicle_image/243_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/243_2_plate_rotated.jpg
244,00:00:04,2,"(68, 0, 521, 260)","(314, 137, 438, 185)",GJ06PM1816,0.3055330610028838,E:/github/license_plate_detections/vehicle_image/244_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/244_2_plate_rotated.jpg
245,00:00:04,2,"(66, 0, 518, 260)","(310, 138, 435, 185)",GJ06PN1816,0.26386368246607206,E:/github/license_plate_detections/vehicle_image/245_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/245_2_plate_rotated.jpg
246,00:00:04,2,"(62, 0, 516, 259)","(307, 138, 432, 185)",GJ06PM1816,0.10587328269160473,E:/github/license_plate_detections/vehicle_image/246_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/246_2_plate_rotated.jpg
247,00:00:04,2,"(59, 0, 514, 261)","(304, 138, 429, 185)",GJ06PN1816,0.3454850907015715,E:/github/license_plate_detections/vehicle_image/247_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/247_2_plate_rotated.jpg
248,00:00:04,2,"(57, 0, 512, 260)","(300, 139, 426, 185)",GJ06PN1816,0.6088607220657454,E:/github/license_plate_detections/vehicle_image/248_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/248_2_plate_rotated.jpg
249,00:00:04,2,"(53, 0, 509, 261)","(297, 139, 422, 186)",GJ06PN1816,0.357623514524242,E:/github/license_plate_detections/vehicle_image/249_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/249_2_plate_rotated.jpg
250,00:00:04,2,"(50, 0, 506, 260)","(294, 139, 419, 186)",GJ06PN1816,0.5807132713614991,E:/github/license_plate_detections/vehicle_image/250_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/250_2_plate_rotated.jpg
251,00:00:04,2,"(49, 0, 504, 261)","(291, 140, 417, 186)",GJ06PN1816,0.5209366151516955,E:/github/license_plate_detections/vehicle_image/251_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/251_2_plate_rotated.jpg
252,00:00:04,2,"(46, 0, 501, 261)","(288, 140, 414, 187)",GJ06PN1816,0.5350824890539587,E:/github/license_plate_detections/vehicle_image/252_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/252_2_plate_rotated.jpg
253,00:00:04,2,"(44, 0, 499, 262)","(284, 141, 411, 188)",GJ06PQ1816,0.3267942367708604,E:/github/license_plate_detections/vehicle_image/253_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/253_2_plate_rotated.jpg
254,00:00:04,2,"(41, 0, 496, 262)","(281, 142, 408, 188)",GJ06PN1816,0.24308445537229903,E:/github/license_plate_detections/vehicle_image/254_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/254_2_plate_rotated.jpg
256,00:00:04,2,"(34, 0, 491, 264)","(275, 142, 402, 189)",GJ06PN1816,0.5624151800674747,E:/github/license_plate_detections/vehicle_image/256_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/256_2_plate_rotated.jpg
257,00:00:04,2,"(31, 0, 487, 264)","(270, 143, 398, 189)",GJ06PQ1816,0.3406534617185452,E:/github/license_plate_detections/vehicle_image/257_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/257_2_plate_rotated.jpg
258,00:00:04,2,"(28, 0, 484, 265)","(266, 143, 395, 190)",GJ06PQ1816,0.48295949761489876,E:/github/license_plate_detections/vehicle_image/258_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/258_2_plate_rotated.jpg
259,00:00:04,2,"(25, 0, 481, 265)","(263, 143, 392, 190)",GJ06PH1816,0.4575614705089999,E:/github/license_plate_detections/vehicle_image/259_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/259_2_plate_rotated.jpg
260,00:00:04,2,"(22, 0, 479, 266)","(259, 144, 389, 191)",GJ06PH1816,0.3426445687353268,E:/github/license_plate_detections/vehicle_image/260_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/260_2_plate_rotated.jpg
261,00:00:04,2,"(20, 0, 475, 266)","(255, 144, 385, 191)",GJ06PQ1816,0.3027391809546585,E:/github/license_plate_detections/vehicle_image/261_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/261_2_plate_rotated.jpg
262,00:00:04,2,"(16, 0, 473, 266)","(252, 144, 383, 192)",GJ06PN1816,0.53879555372425,E:/github/license_plate_detections/vehicle_image/262_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/262_2_plate_rotated.jpg
263,00:00:04,2,"(11, 0, 471, 267)","(247, 144, 378, 191)",GJ06PN1816,0.2540420676646204,E:/github/license_plate_detections/vehicle_image/263_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/263_2_plate_rotated.jpg
264,00:00:04,2,"(8, 0, 469, 267)","(243, 144, 375, 191)",GJ06PN1816,0.5009219845024457,E:/github/license_plate_detections/vehicle_image/264_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/264_2_plate_rotated.jpg
265,00:00:04,2,"(5, 0, 465, 268)","(239, 144, 371, 192)",GJ06PN1816,0.6214922286706287,E:/github/license_plate_detections/vehicle_image/265_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/265_2_plate_rotated.jpg
266,00:00:04,2,"(2, 0, 462, 268)","(236, 144, 367, 192)",GJ06PN1816,0.5945227070392727,E:/github/license_plate_detections/vehicle_image/266_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/266_2_plate_rotated.jpg
267,00:00:04,2,"(2, 0, 458, 269)","(231, 145, 363, 192)",GJ06PN1816,0.19960587242029829,E:/github/license_plate_detections/vehicle_image/267_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/267_2_plate_rotated.jpg
268,00:00:04,2,"(2, 0, 454, 270)","(226, 145, 359, 193)",GJ06PN1816,0.39573286726599327,E:/github/license_plate_detections/vehicle_image/268_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/268_2_plate_rotated.jpg
269,00:00:04,2,"(2, 0, 451, 270)","(222, 144, 355, 192)",GJ06PN1816,0.3660023775238672,E:/github/license_plate_detections/vehicle_image/269_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/269_2_plate_rotated.jpg
271,00:00:04,2,"(17, 0, 443, 270)","(213, 144, 346, 194)",GJ06PN1816,0.6379272214635777,E:/github/license_plate_detections/vehicle_image/271_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/271_2_plate_rotated.jpg
272,00:00:04,2,"(10, 0, 439, 270)","(209, 145, 342, 194)",GJ06PN1816,0.236917419587381,E:/github/license_plate_detections/vehicle_image/272_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/272_2_plate_rotated.jpg
273,00:00:04,2,"(9, 0, 435, 270)","(204, 145, 338, 193)",GJ06PH1816,0.6805679227432737,E:/github/license_plate_detections/vehicle_image/273_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/273_2_plate_rotated.jpg
274,00:00:04,2,"(8, 0, 431, 271)","(199, 144, 334, 193)",GJ06PN1816,0.2917891036147602,E:/github/license_plate_detections/vehicle_image/274_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/274_2_plate_rotated.jpg
275,00:00:04,2,"(2, 0, 428, 271)","(194, 145, 329, 194)",GJ06PW1816,0.36625012244005023,E:/github/license_plate_detections/vehicle_image/275_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/275_2_plate_rotated.jpg
276,00:00:04,2,"(1, 0, 425, 272)","(191, 145, 325, 194)",GJ06PN1816,0.6584195698756062,E:/github/license_plate_detections/vehicle_image/276_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/276_2_plate_rotated.jpg
277,00:00:04,2,"(0, 0, 422, 272)","(186, 145, 321, 194)",GJ06PN1816,0.720970788676476,E:/github/license_plate_detections/vehicle_image/277_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/277_2_plate_rotated.jpg
278,00:00:04,2,"(0, 0, 418, 272)","(180, 145, 316, 194)",GJ06PN1816,0.37227490310981404,E:/github/license_plate_detections/vehicle_image/278_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/278_2_plate_rotated.jpg
279,00:00:04,2,"(0, 0, 413, 272)","(174, 145, 312, 194)",GJ06PH1816,0.4553426325228439,E:/github/license_plate_detections/vehicle_image/279_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/279_2_plate_rotated.jpg
280,00:00:04,2,"(1, 0, 408, 273)","(171, 146, 308, 194)",GJ06PN1816,0.7874640990230601,E:/github/license_plate_detections/vehicle_image/280_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/280_2_plate_rotated.jpg
281,00:00:04,2,"(1, 0, 405, 274)","(165, 146, 302, 195)",GJ06PH1816,0.5369454256118558,E:/github/license_plate_detections/vehicle_image/281_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/281_2_plate_rotated.jpg
282,00:00:04,2,"(1, 0, 401, 275)","(161, 147, 299, 197)",GJ06PN1816,0.465766539438738,E:/github/license_plate_detections/vehicle_image/282_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/282_2_plate_rotated.jpg
283,00:00:04,2,"(1, 0, 398, 275)","(158, 148, 295, 198)",GJ06PN1816,0.26941939838435996,E:/github/license_plate_detections/vehicle_image/283_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/283_2_plate_rotated.jpg
284,00:00:04,2,"(1, 0, 401, 275)","(153, 148, 291, 198)",GJ06PN1816,0.4129425417405795,E:/github/license_plate_detections/vehicle_image/284_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/284_2_plate_rotated.jpg
285,00:00:04,2,"(1, 0, 391, 276)","(149, 149, 287, 198)",GJ06PN1816,0.37126953399395457,E:/github/license_plate_detections/vehicle_image/285_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/285_2_plate_rotated.jpg
285,00:00:04,7,"(394, 0, 846, 184)","(753, 0, 847, 28)",GJ06PB7587,0.11169286230743172,E:/github/license_plate_detections/vehicle_image/285_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/285_7_plate_rotated.jpg
286,00:00:04,2,"(1, 0, 388, 276)","(145, 149, 283, 198)",GJ06PN1816,0.6928223708751713,E:/github/license_plate_detections/vehicle_image/286_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/286_2_plate_rotated.jpg
286,00:00:04,7,"(394, 0, 846, 184)","(750, 0, 848, 29)",GJ06PB7587,0.11733502287099094,E:/github/license_plate_detections/vehicle_image/286_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/286_7_plate_rotated.jpg
287,00:00:04,2,"(1, 0, 385, 274)","(140, 149, 278, 198)",GJ06PN1816,0.5115552167281776,E:/github/license_plate_detections/vehicle_image/287_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/287_2_plate_rotated.jpg
287,00:00:04,7,"(394, 0, 846, 184)","(748, 0, 846, 29)",GJ06PET597,0.06749375272310032,E:/github/license_plate_detections/vehicle_image/287_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/287_7_plate_rotated.jpg
288,00:00:04,2,"(1, 0, 381, 265)","(136, 149, 274, 198)",GJ06PN1816,0.3131211849717529,E:/github/license_plate_detections/vehicle_image/288_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/288_2_plate_rotated.jpg
288,00:00:04,7,"(392, 0, 847, 185)","(743, 0, 841, 30)",GJ06PB7587,0.2568347158433153,E:/github/license_plate_detections/vehicle_image/288_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/288_7_plate_rotated.jpg
289,00:00:04,2,"(1, 0, 377, 262)","(130, 149, 269, 199)",GJ06PN1816,0.3580347731063578,E:/github/license_plate_detections/vehicle_image/289_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/289_2_plate_rotated.jpg
289,00:00:04,7,"(390, 0, 847, 185)","(740, 0, 838, 30)",GJ06PE7587,0.2528303817023355,E:/github/license_plate_detections/vehicle_image/289_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/289_7_plate_rotated.jpg
290,00:00:04,7,"(386, 0, 846, 186)","(737, 0, 834, 31)",GJ06PB1587,0.30082704886936795,E:/github/license_plate_detections/vehicle_image/290_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/290_7_plate_rotated.jpg
291,00:00:04,7,"(384, 0, 846, 188)","(732, 0, 829, 31)",GJ06PB1587,0.14449325696095158,E:/github/license_plate_detections/vehicle_image/291_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/291_7_plate_rotated.jpg
293,00:00:04,2,"(1, 0, 363, 263)","(112, 151, 253, 200)",GJ06PN1816,0.46383884999868674,E:/github/license_plate_detections/vehicle_image/293_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/293_2_plate_rotated.jpg
293,00:00:04,7,"(379, 0, 846, 189)","(725, 0, 824, 34)",GJ06PE1587,0.510089239832464,E:/github/license_plate_detections/vehicle_image/293_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/293_7_plate_rotated.jpg
294,00:00:04,2,"(1, 0, 360, 264)","(108, 151, 249, 201)",GJ06PN1816,0.6690317431168523,E:/github/license_plate_detections/vehicle_image/294_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/294_2_plate_rotated.jpg
294,00:00:04,7,"(382, 0, 846, 190)","(723, 1, 821, 35)",GJ06PE1587,0.35054383965329367,E:/github/license_plate_detections/vehicle_image/294_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/294_7_plate_rotated.jpg
295,00:00:04,7,"(380, 0, 846, 191)","(720, 2, 819, 36)",GJ06PB1587,0.3316476507940666,E:/github/license_plate_detections/vehicle_image/295_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/295_7_plate_rotated.jpg
296,00:00:04,2,"(1, 0, 354, 265)","(101, 152, 242, 201)",GJ06PN1816,0.3409995011232513,E:/github/license_plate_detections/vehicle_image/296_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/296_2_plate_rotated.jpg
297,00:00:04,2,"(1, 0, 351, 265)","(97, 152, 239, 201)",GJ06PN1816,0.41266548091983024,E:/github/license_plate_detections/vehicle_image/297_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/297_2_plate_rotated.jpg
298,00:00:04,2,"(1, 0, 348, 265)","(94, 152, 236, 201)",GJ06PN1816,0.37328134339303454,E:/github/license_plate_detections/vehicle_image/298_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/298_2_plate_rotated.jpg
299,00:00:04,2,"(1, 0, 345, 264)","(90, 152, 232, 201)",GJ06PN1816,0.482045864774435,E:/github/license_plate_detections/vehicle_image/299_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/299_2_plate_rotated.jpg
300,00:00:05,2,"(1, 0, 343, 264)","(85, 153, 228, 202)",GJ06PN1816,0.26068637055668137,E:/github/license_plate_detections/vehicle_image/300_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/300_2_plate_rotated.jpg
301,00:00:05,2,"(1, 0, 339, 265)","(82, 153, 225, 202)",GJ06PN1816,0.5563307019891914,E:/github/license_plate_detections/vehicle_image/301_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/301_2_plate_rotated.jpg
301,00:00:05,7,"(371, 0, 846, 192)","(705, 6, 804, 39)",GJ06PB1587,0.10375790444825718,E:/github/license_plate_detections/vehicle_image/301_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/301_7_plate_rotated.jpg
302,00:00:05,7,"(369, 0, 846, 192)","(703, 6, 801, 39)",GJ06PB1587,0.3466209006618179,E:/github/license_plate_detections/vehicle_image/302_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/302_7_plate_rotated.jpg
305,00:00:05,2,"(1, 0, 329, 265)","(65, 153, 210, 202)",GJ06PN1816,0.6086127073477556,E:/github/license_plate_detections/vehicle_image/305_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/305_2_plate_rotated.jpg
307,00:00:05,2,"(1, 0, 322, 264)","(58, 153, 204, 203)",GJ06PN1816,0.6127523859051653,E:/github/license_plate_detections/vehicle_image/307_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/307_2_plate_rotated.jpg
307,00:00:05,7,"(361, 0, 847, 193)","(691, 7, 790, 41)",GJ06P91587,0.33130641512022846,E:/github/license_plate_detections/vehicle_image/307_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/307_7_plate_rotated.jpg
308,00:00:05,7,"(360, 0, 847, 193)","(688, 7, 788, 41)",GJ06PB1587,0.27669094944801753,E:/github/license_plate_detections/vehicle_image/308_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/308_7_plate_rotated.jpg
309,00:00:05,7,"(359, 0, 847, 193)","(685, 8, 785, 41)",GJ06PB1587,0.24996425846893658,E:/github/license_plate_detections/vehicle_image/309_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/309_7_plate_rotated.jpg
309,00:00:05,2,"(1, 0, 316, 263)","(49, 153, 196, 203)",GJ06PN1816,0.5955235041546584,E:/github/license_plate_detections/vehicle_image/309_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/309_2_plate_rotated.jpg
310,00:00:05,2,"(1, 0, 312, 263)","(44, 153, 192, 202)",GJ06PN1816,0.6187369930770963,E:/github/license_plate_detections/vehicle_image/310_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/310_2_plate_rotated.jpg
310,00:00:05,7,"(358, 0, 847, 193)","(683, 8, 782, 41)",GJ06PE1587,0.13611794215496706,E:/github/license_plate_detections/vehicle_image/310_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/310_7_plate_rotated.jpg
311,00:00:05,2,"(1, 0, 309, 262)","(39, 153, 187, 203)",GJ06PH1816,0.38608616656806855,E:/github/license_plate_detections/vehicle_image/311_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/311_2_plate_rotated.jpg
311,00:00:05,7,"(356, 0, 847, 193)","(680, 7, 780, 41)",GJ06PB1587,0.4117522276157157,E:/github/license_plate_detections/vehicle_image/311_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/311_7_plate_rotated.jpg
312,00:00:05,2,"(1, 0, 306, 261)","(35, 152, 184, 202)",GJ06PN1816,0.7114422533082133,E:/github/license_plate_detections/vehicle_image/312_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/312_2_plate_rotated.jpg
312,00:00:05,7,"(355, 0, 847, 194)","(677, 7, 776, 41)",GJ06PB1587,0.3892370949009697,E:/github/license_plate_detections/vehicle_image/312_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/312_7_plate_rotated.jpg
313,00:00:05,2,"(1, 0, 303, 261)","(31, 152, 180, 202)",GJ06PN1816,0.7393184808943624,E:/github/license_plate_detections/vehicle_image/313_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/313_2_plate_rotated.jpg
314,00:00:05,7,"(352, 0, 847, 194)","(673, 9, 771, 42)",GJ06PB1587,0.2270433876065237,E:/github/license_plate_detections/vehicle_image/314_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/314_7_plate_rotated.jpg
316,00:00:05,2,"(1, 0, 294, 259)","(16, 153, 168, 202)",GJ06PH1816,0.3322473825122445,E:/github/license_plate_detections/vehicle_image/316_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/316_2_plate_rotated.jpg
316,00:00:05,7,"(350, 0, 847, 195)","(667, 9, 767, 42)",GJ06PA1587,0.16380403656467213,E:/github/license_plate_detections/vehicle_image/316_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/316_7_plate_rotated.jpg
317,00:00:05,2,"(1, 0, 291, 258)","(12, 152, 165, 202)",GJ06PH1816,0.5393894830580268,E:/github/license_plate_detections/vehicle_image/317_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/317_2_plate_rotated.jpg
317,00:00:05,7,"(348, 0, 846, 195)","(665, 9, 765, 42)",GJ06PB1587,0.24752275304173263,E:/github/license_plate_detections/vehicle_image/317_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/317_7_plate_rotated.jpg
318,00:00:05,7,"(346, 0, 845, 195)","(662, 9, 762, 43)",GJ06PB1587,0.23768582529358237,E:/github/license_plate_detections/vehicle_image/318_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/318_7_plate_rotated.jpg
318,00:00:05,2,"(1, 0, 287, 258)","(6, 152, 161, 202)",GJ06PH1816,0.5621564314217944,E:/github/license_plate_detections/vehicle_image/318_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/318_2_plate_rotated.jpg
319,00:00:05,2,"(1, 0, 284, 258)","(3, 153, 155, 203)",GJ06PN1816,0.385511512348954,E:/github/license_plate_detections/vehicle_image/319_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/319_2_plate_rotated.jpg
320,00:00:05,2,"(1, 0, 280, 258)","(0, 154, 151, 204)",GJ06PN1816,0.3549582154408863,E:/github/license_plate_detections/vehicle_image/320_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/320_2_plate_rotated.jpg
320,00:00:05,7,"(341, 0, 839, 197)","(655, 10, 755, 44)",GJ06PB1583,0.24265244450792467,E:/github/license_plate_detections/vehicle_image/320_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/320_7_plate_rotated.jpg
321,00:00:05,2,"(1, 0, 275, 259)","(0, 153, 147, 206)",GJ06PN1816,0.35481429423756927,E:/github/license_plate_detections/vehicle_image/321_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/321_2_plate_rotated.jpg
321,00:00:05,7,"(339, 0, 837, 197)","(652, 10, 752, 45)",GJ06PB1583,0.25208439615138745,E:/github/license_plate_detections/vehicle_image/321_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/321_7_plate_rotated.jpg
322,00:00:05,2,"(1, 0, 271, 259)","(0, 154, 142, 206)",GJ06PN1816,0.2703101447563046,E:/github/license_plate_detections/vehicle_image/322_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/322_2_plate_rotated.jpg
323,00:00:05,2,"(1, 0, 268, 259)","(0, 154, 137, 206)",GJ06PN1816,0.3689668790830375,E:/github/license_plate_detections/vehicle_image/323_2_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/323_2_plate_rotated.jpg
323,00:00:05,7,"(335, 0, 832, 199)","(646, 11, 748, 45)",GJ06PBT587,0.16664526305430938,E:/github/license_plate_detections/vehicle_image/323_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/323_7_plate_rotated.jpg
324,00:00:05,7,"(334, 0, 830, 199)","(643, 11, 746, 46)",GJ06PB1587,0.1545900612816258,E:/github/license_plate_detections/vehicle_image/324_7_vehicle.jpg,E:/github/license_plate_detections/license_plate_images/324_7_plate_rotated.jpg
